Dataset,FileName,text,label2a,Starting,Ending
CMU-MOSEI,79203_4," They freeze him and they're supposed to be waking up in a year, but the program gets stopped because of evil actions and they get forgotten and they wake up hundreds of years later and basically through the gene pool all the smart people have basically stopped of conceiving so the not so smart people just mass produced and in hundreds of years people are basically just stupid and anyways",1,49.928,87.525
CMU-MOSEI,gXDRWhJbfFU_10,I just have one last thing to say and that's keep innovating.,0,139.454,144.715
CMU-MOSEI,234641_8, She's going to keep at it until she does kill you and pretty much in the end just make you demented,0,28.856,34.096
CMU-MOSEI,220134_6," This movie, as I say, is completely ridiculous",1,27.51882086,30.72380952
CMU-MOSEI,AlJX3Jw3xKk_0,"This is financial Advisor, Patrick Munro talking about which is better, 401k or IRA.",0,0,6.599
CMU-MOSEI,zcG0ms7CdBE_4,And we'll start off with the proper way.,0,20.904,25.296
CMU-MOSEI,NzpymNJaFjo_0,"I believe that the economic climate is hopefully, you know, making a turn for the better.",0,0,6.539
CMU-MOSEI,130149_5," Anyways, I don't know Pretty much it's it's about this cop, and there's this whore house and they want to get it shut down and the cop is sleeping with the owner of the whore house and you know, she wants him to be on her side and he, it it's an it's a weird movie and yeah it has funny moments and stuff but it just it just doesn't keep me involved throughout the movie because I I just know that I it's just weird and I'll probably won't watch this again and I can't recommend someone watch this because it's just, maybe for the someone that's older than me that has seen it in the past or watched shows like that in the past",0,30.572,87.525
CMU-MOSEI,pKXaKinzTmY_8,That means that things that have phased out and back in can still attack.,0,58,63.619
CMU-MOSEI,T-vqHR989bM_2,As a consumer advocate I took on the company.,0,6.636,10.121
CMU-MOSEI,190726_2," And if you're wondering about this movie, yes, everything that you have heard about this movie are true, unless you're hearing absolutely ridiculous and ludicrous things",0,5.13,15.628
CMU-MOSEI,n7K5SpMrQt0_10,"You might have dozens of server instances on a cloud platform, or you might have hundreds to support a large and popular application.",0,52.073,58.96
CMU-MOSEI,137455_8," He plays guitar, he loves playing guitar",0,25.404,28.599
CMU-MOSEI,267278_16," He's kind of a dork and the stuff he says is just sort of ridiculous most of the time, and the advice he gives is horrible and sorta questions whether or not it's any good at all",1,91.254,104.875
CMU-MOSEI,201582_6," Leading to the one of the great curses in baseball, the curse of the Bambino",0,56.852,62.322
CMU-MOSEI,36098_2, It was made for Sci-Fi,0,11.645,14.511
CMU-MOSEI,AHU3PUztC_M_0,This is financial advisor Patrick Munro talking to you about the benefits of underwriting annuities.,0,0,6.629
CMU-MOSEI,257045_9," Basically, it has some touching scenes",0,40.978,44.353
CMU-MOSEI,mgovo8VYtvk_19," And if there‘«÷s any question about the author‘«÷s intended meaning, I‘«÷ll ask",0,142.7768707,146.7401361
CMU-MOSEI,101787_11," His character hates tourist, so of course he has to spend a week with Anne Heche, a tourist, and they have some romantic involvement",0,47.414,57.214
CMU-MOSEI,GMjQUrlMa50_7,"It ends up being a little dorky, and you don't want that.",0,65.113,69.017
CMU-MOSEI,288766_22, But It's well worth it just to see Clint Eastwood turning into an old man and using a gun to get those darn kids off his lawn,0,153.004,160.898
CMU-MOSEI,36098_9, But this movie really stunk and it's not really that entertaining,1,53.021,60.376
CMU-MOSEI,94983_8," And it makes Cloud, the main character, look like a real big, like, sissy or something",0,35.491,42.028
CMU-MOSEI,88888_10, But if you like kind of dumbed down action movies then this is for you,1,54.049,59.109
CMU-MOSEI,ZjsQqd6KZIg_6,"New orders and business activity were strong, but the employment component was much weaker.",0,44.75,50.259
CMU-MOSEI,22373_9," Not the lions, not the people, not the hunters or the village people so there's nobody really to side with in here",0,70.212,79.413
CMU-MOSEI,6uoM8-9d0zA_3,The Spanish bank's U.S.,0,30.771,32.719
CMU-MOSEI,WTF9xgqLIvI_4,They will hit him or tell him something very mean,0,10.73696145,15.71791383
CMU-MOSEI,224263_6, All of it's mediocre,1,33.136,35.224
CMU-MOSEI,238063_12, They actually had Grendel as some really ugly monster and Angelina Jolie as a gorgeous mother who would make Grendel look like a sweet heart because she was so evil,0,70.621,80.271
CMU-MOSEI,0jtdrsmVzYQ_2,"Certain things like drinking 7-UP, Sprite or ginger ale, very helpful to help calm down the stomach.",0,11.715,20.577
CMU-MOSEI,YJJoYkFPmds_3,Also I will include links below for you guys if you are interested in more information,0,8.262585034,15.04943311
CMU-MOSEI,261902_31, Don't rush out to see it in the theaters,0,163.28,166.016
CMU-MOSEI,136205_11," Thought it was quite fast paced and yeah I just, I couldn't enjoy the movie",0,64.176,71.162
CMU-MOSEI,26690_0,"Hello, and today I'm going to review the movie Borat, currently in theaters",0,0.281,5.172
CMU-MOSEI,107182_3," What I love about Pixar is that, the movies are not dumb",0,10.946,15.688
CMU-MOSEI,0zl_GDVzykw_1,I'm not even so sure that the name advertising is really not today a misnomer.,0,5.379,10.41
CMU-MOSEI,EO_5o9Gup6g_20,"The best thing government could do is get back to its Constitutional limitations and let the economy stabilize, heal and recover without the crushing burden of government holding it back.",0,193.452,205.606
CMU-MOSEI,fi7g4GoK-z4_1,"We're discussing preparedness and preparation for short term emergency situations, due to vehicle breakdowns.",0,2.775,12.096
CMU-MOSEI,6hp1SGhVYfY_2,"One of which was conducted by Prof Tasioulas, who is a Professor of Jurisprudence at UCL, on the subject of Human Rights and the moral foundations of them.",0,20.465,32.819
CMU-MOSEI,fWOIAxzBQFY_14,"As soon as our server is in good shape, I am going to show you how to create a TCP Client in the next section.",0,104.404,113.346
CMU-MOSEI,pKXaKinzTmY_1,The phased-out zone is a special place in the game where you put creatures or other permanents that have the ability phasing.,0,6.247,14.89
CMU-MOSEI,267278_15," So, you know, he becomes this guru and sort of this idea of like ahh it's the horny, chastised love guru",0,83.013,91.057
CMU-MOSEI,7156_7," However, a lot of my friends, a lot people I know thought the movie was completely stupid and a waste of time",1,44.55,50.818
CMU-MOSEI,79935_12, All of the other actors were terrible,1,92.252,95.457
CMU-MOSEI,4Q95Lg3Icho_4, It took me an extra 45 minutes,0,35.8399093,38.53605442
CMU-MOSEI,191616_17," When they got into Halloween four and five and six especially five and six, they tried to explain everything, they tried to say he was you know a druid experiment gone wrong and all this crap that doesn't matter",0,153.024,166.146
CMU-MOSEI,73447_3, This movie sucked,1,4.282,6.549
CMU-MOSEI,273250_27," So, one out five for Traitor",0,121.635,124.401
CMU-MOSEI,16145_15," They see the the parents, and the brother and the grandmother and I'm just a sucker for Garfield",0,58.339,63.669
CMU-MOSEI,56276_10, I just remember it was just so ridiculously stupid,1,52.432,56.356
CMU-MOSEI,238063_7," Grendel is a really bad guy, he's a monster",1,39.362,42.737
CMU-MOSEI,Vlas-mPydcg_6,"I put them on the bottom, let me show you.",0,31.799,34.485
CMU-MOSEI,XVWiAArXYpE_2,"So, Jackson is unabashedly a racist",1,3.872562358,9.033106576
CMU-MOSEI,102213_11," The story sucks, the characters were really wooden and plain and I liked some of the actors and actresses, so I'm not sure what was going on there",1,68.406,76.38
CMU-MOSEI,TUY83eDK5jc_11,"For instance, your demo could look like this: What you see above is a screen shot from the Demos page.",0,81.257,89.091
CMU-MOSEI,663uRzFOfrg_1,One of these phrases is the board of directors.,0,12.174,16.476
CMU-MOSEI,p5LEk2u8tXk_1,"And, I'd like to talk about selling homemade crafts.",0,2.845,6.13
CMU-MOSEI,243338_21, It's really stupid,1,100.234,102.371
CMU-MOSEI,45860_3," It's about this guy who hates his job, he works in like like tech company and he works in a cubicle all day, and his boss sucks and so he one day he gets hypnotized and the hypnosis guy pretty much convinces him that he shouldn't care about life",0,12.473,28.958
CMU-MOSEI,TM7cHOHfF70_30,You want to take the proactive steps necessary to protect yourself and make sure you get full compensation for all your damages.,0,149.621,158.753
CMU-MOSEI,244623_17," So yeah it's it's pretty adventurous and Yeah, so I don't know, It's a little different",0,67.2585034,76.79909297
CMU-MOSEI,d89Z_olwc2Y_12,"So, I think what the Web does, is it allows retailers to really do a much better job of building the entire brand story.",0,46.985,59.179
CMU-MOSEI,102534_3," Ratatouille is about a little rat in Paris who has this desire to be more, has this desire to be more than just your regular rat who steals food and, you know, squanders stuff wherever he can and invades everybody's house, that kind of thing",0,32.238,49.072
CMU-MOSEI,180923_9, He uses Meg to try to get him derailed from his mission,0,59.147,65.076
CMU-MOSEI,G8p4QMjLUXI_8,"If your roommate or family or significant other or whoever you live with thinks you're crazy, just do you",0,41.97596372,49.53106576
CMU-MOSEI,oHV99Y_EWfI_13,Let‘«÷s just say that I had waited until Thursday night to write the presentation.,0,91.743,97.781
CMU-MOSEI,257531_8, And the movie's really kind of just about white slavery or Asian slavery,0,45.947,52.325
CMU-MOSEI,252919_9, Even the back sucks,1,60.035,61.973
CMU-MOSEI,cyOSDKOxb1o_2,The-- we‘«÷re bombarded with information.,0,3.074,5.741
CMU-MOSEI,NaWmaHwjElo_3,Interest rates are basically going to be determined by a few different things; your credit history; luckily Federal loans don't rely on a credit history for first time college students.,0,17.901,31.223
CMU-MOSEI,KDjl2exStlI_7,"That is if there are three arbitrators around, they would have to vote on the course of action and the majority would rule.",0,46.576,54.101
CMU-MOSEI,274219_9," I wouldn't suggest watching this movie unless you're a huge Star Wars fan, and even at that I would I would only suggest watching it on TV or DVD or something like that",0,69.773,81.558
CMU-MOSEI,38387_2," Maybe in a friggin rock because Napoleon Dynamite is, I almost wanna say a cult classic",0,6.058,12.894
CMU-MOSEI,gLdRUsLw4CA_2,So what I wanted to do instead of mastering in psychology I wanted to master in communication because that‘«÷s something that always fascinated me.,0,25.284,33.717
CMU-MOSEI,QbJiphIpzYc_8,And if they're saying things that aren't good for the brand to be able to react to that in the appropriate ways.,0,57.58,64.068
CMU-MOSEI,SH0wXyhsx9s_2,Does that make any sense and simplicity is the mom is in the daughter space the daughters in the mom space,0,7.873469388,15.64807256
CMU-MOSEI,ltA1VF_DUSc_14,"I'm trying to, maybe I'm giving a persuasive speech and I'm trying to encourage people to take an action.",0,78.214,85.439
CMU-MOSEI,204085_7, But of course he'll shoot his eye out if he gets it,0,52.811,55.627
CMU-MOSEI,5vwXp27bCLw_25,How exactly with the mortgage bailout is he going to make sure that speculators and people who paid too much for homes don't benefit and what exactly does regulatory reform mean in the future.,0,209.366,221.52
CMU-MOSEI,110788_4," This movie is, I would give it a one out of five, it is garbage",1,42.704,49.002
CMU-MOSEI,18JTkk8JbeU_2,"What we are hoping and expecting is that they will not just talk the talk of ceasefire, but that they will walk the walk, beginning with the regime.",0,23.149,34.815
CMU-MOSEI,291121_12," I it doesn't have a good message, no good characters, the characters are portrayed as dumb and over the top, so don't go see it",1,95.734,107.29
CMU-MOSEI,290088_8, But it's just overall another one of these stupid movies,1,55.136,61.304
CMU-MOSEI,223338_11, It's just him being an idiot and a dork and it's pretty funny,1,49.688,55.717
CMU-MOSEI,244623_5, And whenever you watch this you'll realize that the movie's kind of dumb,1,23.77732426,28.71836735
